程序导标记，不用翻译,,
STRID,LAN,Remark
msg_shortcut93,Main Hotkey 6 to yourself,
msg_shortcut94,Main Hotkey 7 to yourself,
msg_shortcut95,Main Hotkey 8 to yourself,
msg_shortcut96,Main Hotkey 9 to yourself,
msg_shortcut97,Main Hotkey 0 to yourself,
msg_shortcut98,Only Show NPC,
msg_shortcut99,Open/Close Guild Interface,
MSG_SKILL_NEED_OFFHAND,Associate:,
MSG_SKILL_NEED_WEA,Main:,
MSG_SKILL_POINTS,%d point: %s,
MSG_SKILL_TYPE,%s skills,
MSG_SKILLLEV_GE,Skills need reach level %d.,
msg_small_pet_attr,"Attribution Assign: points available [%d], assigned: Strength [%d]  Dexterity [%d] Intelligence [%d] Vitality [%d]",
msg_small_pet_effect,Additional Skill: ,
msg_small_pet_effect_none,None,
msg_small_pet_lev,Level: ,
msg_small_pet_rename_left,Rename left:,
msg_smallpet_closeloot,You have disabled Auto Pick skill.,
msg_smallpet_forget_one_skill_success,The little pet has forgotten this skill successfully.,
msg_smallpet_level_limited,"When at level 10 with full experience, Little Pet must level up with the help of Pet Level Up Book.  This book can be bought from in-game Shop.",
msg_smallpet_openloot,You have enabled Auto Pick skill.,
MSG_SMITHING,Combine,
MSG_SMITHING_BONUS,[+%d] bonus: ,
MSG_SMITHING_ERROR1,No item need to enhance found in your item box.,
MSG_SMITHING_ERROR10,Only one Golden Dazzling Stone can be used at one time.,
MSG_SMITHING_ERROR11,Only one Blue Dazzling Stone can be used at one time.,
MSG_SMITHING_ERROR12,Golden Dazzling Stone can only be used in combination of +5 to +7.,
MSG_SMITHING_ERROR13,Blue Dazzling Stone can only be used in combination of +5 to +7.,
MSG_SMITHING_ERROR14,Elite Golden Dazzling Stone can only be used to combine Weapon Talisman and mount.,
MSG_SMITHING_ERROR15,Blue Dazzling Stone can only be used to combine Defense Gear.,
MSG_SMITHING_ERROR16,Only one Golden Dazzling Stone can be used at same time.,
MSG_SMITHING_ERROR17,Only one Blue Dazzling Stone can be used at same time.,
MSG_SMITHING_ERROR18,Golden Dazzling Stone can only be used to combine +5 to +7.,
MSG_SMITHING_ERROR19,Blue Dazzling Stone can only be used to combine +5 to +7.,
MSG_SMITHING_ERROR2,No combine gems found in the item box.,
MSG_SMITHING_ERROR3,This item reaches its maximum combine level.,
MSG_SMITHING_ERROR4,This item can't be combined.,
MSG_SMITHING_ERROR5,Item not matched with combine gem.,
MSG_SMITHING_ERROR6,You must place Talisman or defense gear first.,
MSG_SMITHING_ERROR7,You must place combine gem.,
MSG_SMITHING_ERROR8,Golden Dazzling Stone can only be used to combine Weapon Talisman or Mount.,
MSG_SMITHING_ERROR9,Blue Dazzling Stone can only be used to combine Defense Gear.,
MSG_SMITHING_HINT,"Place the Talisman or defense gear to the center, place the combine gem to the upside.",
MSG_SMITHING_HINT_GEM,Combine Gem,
MSG_SMITHING_HINT_ITEM,Talisman or Defense Gear,
MSG_SMITHING_HINT_LUCK,Fortune Item,
MSG_SMITHING_SUCCESS,Combine Succeed,
MSG_SMITHING_FAIL,Combine Failed
msg_snapshot_success,Take screenshot succeed.,
msg_stall1,Please input your stall name.,
msg_stall10,%d-%d-%d %d:%d,
msg_stall11,"Unknown error, trade failed. ",
msg_stall12,This character is not in stall status.,
msg_stall13,You don't have enough money.,
msg_stall14,You don't have enough space in your item box.,
msg_stall15,The minimum level request to set stall is level %d.,
msg_stall16,"Invalid, the gold amount you inputted exceeded the maximum amount.",
msg_stall17,You are dead.  You can't set stall.,
msg_stall18,You can't set stall here.,
msg_stall19,"You totally sold %d item(s), earned %s gold %s silver %s copper. ",
msg_stall2,%s's Stall,
msg_stall20,[%s] say: %s,
msg_stall21,Please input your message.,
msg_stall22,"You are in the black list of the stall owner, you can't leave message.",
msg_stall23,Your stall has new message.,
msg_stall24,Some items just have been sold from your stall.,
msg_stall25,"You are in stall status. You can't do this operation.  If you want to do it, please cancel your stall first.",
msg_stall26,Start Stall,
msg_stall27,Cancel Stall,
msg_stall28,There are not enough amount of items for you to purchase.,
msg_stall29,"You will buy %d item(s), which will cost you %s gold %s silver %s copper.",
msg_stall3,Check Stall,
msg_stall30,Too many characters in your stall name.,
msg_stall31,Can not set your stall here.  There have some other people's stall nearby already.,
msg_stall32,You cannot set stall now.,
msg_stall33,"You are concentrating now, so this operation is invalid.",
msg_stall34,"In state of metamorphosis, you cannot set stall.",
msg_stall35,"There are function NPC around you, so you cannot set stall here.",
msg_stall4,It will cost you %s gold %s silver %s copper to buy %s. ,
msg_stall5,"The item you want to buy does not exist, or the price has been changed.",
msg_stall6,Either seller or buyer is in cannot use game item status.,
msg_stall7,"Too far to the stall owner, you can't trade.",
msg_stall8,You spent %u gold %u silver %u copper on %s's %s. ,
msg_stall9,"At your stall, %s spent %u gold %u silver %u copper on %s. ",
msg_str,Strength,
MSG_STUDY_LIFESKILL,Learn Living Skills,
msg_subtrump_del_protect,"To protect your valuable items, Assistant Talisman with enhanced level higher than %d cannot be deleted!",
msg_super_no_dead_request,"You have some Phoenix Jackstraw, which can be consumed to revive you without any experience and energy lost, and can revive you at current place.  Will you use it?",
msg_table_wrong_flag1,"Dear, you made a mistake in filling the table.",
msg_table_wrong_flag2, [,
msg_table_wrong_flag3,] not recognized!,
MSG_Tailsman_Equip,"You are equipped Talisman: %s.  It can provide new skill, please press key ""S"" to arrange shortcuts for use.",
msg_tailsman_update_level,Valid level of Talisman ,
msg_talent_can_not,Target must be Talisman.,
msg_talent_clear_fail,Talisman inherence resetting failed.,
msg_talent_clear_success,Talisman resetting success.,
msg_talent_clear_sure,Are you sure to reset inherence of [%s] ?,
msg_talent_notalents,This Talisman doesn't up level any inherence.,
MSG_TARGET_NOT_NPC,Target can't be a NPC.,
MSG_TARGET_NPC,Target must be a NPC.,
MSG_TARGET_PET,Target must be a pet.,
MSG_TARGET_PET1,Target can't be a pet.,
MSG_TARGET_USER,Target must be a game character.,
MSG_TARGET_USER1,Target can't be a game character.,
MSG_TARGET_YOUR_PET,Target must be your pet.,
MSG_TARGET_YOUR_PET1,Target can't be your pet.,
msg_task_abort_task,Quest Abandon,
msg_task_accept_check_fail,You are not qualified to accept the quest.,
msg_task_accept_full,"Operation failed, you can accept maximum %d quests.",
msg_task_accept_task,"You've accepted a new quest!  Press ""T"" to open Quest List to check details. Auto-path is available in most of quests! ",
msg_task_can_accept_day_high_list,High Reward Quests,
msg_task_can_accept_day_list,Daily Quests,
msg_task_can_accept_list,Current Suitable Quests,
msg_task_dif_1, (elite),
msg_task_dif_2, (myth),
msg_task_dif_3, (scenario),
msg_task_dlg_bt_accept,Accept,
msg_task_dlg_bt_close,Close,
msg_task_dlg_bt_finish,Accomplish,
msg_task_finish_coor,Quest Notify Spot,
msg_task_finish_task,Quest accomplished,
msg_task_finished, (done),
MSG_TASK_LEV_SHOW,[%d],
msg_task_npc_catch,Hunt,
msg_task_npc_convoy,Convoy,
msg_task_npc_duel,Duel,
msg_task_npc_guard,Protect,
msg_task_req_kill,Kill ,
msg_task_req_time,Time,
msg_task_req_time_left,Time Left,
msg_task_req_time_out,Quest time expired.,
msg_task_title_can_accept,Quests could be accepted,
msg_task_title_can_finish,Quests could be finished,
msg_task_title_desc,Quest Description,
msg_task_title_doing,Quests in processing,
msg_task_title_req,Quest Requirements,
msg_task_title_reward,Quest Reward,
msg_task_title_reward_sel,Optional Reward,
msg_task_title_talk,Quest Dialogue,
msg_task_used_item,Use: ,
msg_task_warn_abort,Are you sure to abandon the quest?,
msg_task_warn_select,Please select your quest reward.,
MSG_TASKITEM_NO_SPACE,No more space in your Quest Item Box.,
msg_tb_already_inteam,You can't submit your request while you are in a team already.,
msg_tb_enter_chat,The Call On Tool is opened.,
msg_tb_leave_chat,"The Call On Tool is closed, the information you published is still valid.",
msg_tb_name,Call On ,
msg_tb_not_in_chat,The Call On Tool is closed.  You can't speak.,
msg_tb_nouser,Please select a player.,
msg_tb_select_type,Please select team conditions.,
msg_tb_type_fb,Scenario,
msg_tb_type_task,Quest,
msg_tbtxt_search,Searching...,
msg_tbtxt_search_result,Found %d player(s).,
MSG_TEAM_ALREADY_APPLY_THAT_TEAM,You applied to join the team.,
MSG_TEAM_ALREADY_APPLY_WAIT_PLEASE,"Application confirmed, please wait for the reply.",
MSG_TEAM_ALREADY_IN_TEAM,"You are in a team already, You can't create a new team.",
MSG_TEAM_APPLY_SIZE_OVERFLOW,Too many applications to join the team. You can't apply now.,
msg_team_assign_change,Distribute mode has been set to %s.,
msg_team_baihua_party,Fairy,
MSG_TEAM_BANISH_OTHER,[%s] was expelled from team. ,
msg_team_can_not_see_member,"[%s] not in the team, can't check his status.",
msg_team_captain_change_pick_mode,Team leader changed pick up mode.,
msg_team_captain_leave_other_is_captain,"Team leader [%s] left, [%s] became new team leader.",
MSG_TEAM_CAPTAIN_LEAVE_TEAM_DISMISS,"Team leader has left the team, team dismissed.",
msg_team_captain_leave_your_is_captain,"Team leader [%s] left, you are assigned as new team leader.",
msg_team_captain_offline_other_is_captain,"Team leader [%s] is offline, [%s] became new team leader.",
msg_team_captain_offline_your_is_captain,"Team leader [%s] is offline, you are assigned as new team leader.",
MSG_TEAM_CREATE_NEW_TEAM,You created a new team.,
MSG_TEAM_DISMISS,Team Dismissed.,
msg_team_elevate_other,[%s] was assigned as team leader.,
msg_team_emei_party,Wizard,
msg_team_faction,#r Guild: ,
msg_team_fomen_party,Monk,
msg_team_info_none,None,
msg_team_invite_you_add_team_info,"[%s] invite you to join the team, do you agree?",
msg_team_level_info,#r Level: ,
msg_team_man,Male,
msg_team_member_all_offline_team_dismiss,"No team member is online, team dismissed.",
msg_team_member_lack_team_dismiss,"Not enough team members, team dismissed.",
msg_team_no_captain_can_not_instate_new_captain,"You are not team leader, you can't assign new team leader.",
MSG_TEAM_NOT_CAPTAIN_CAN_NOT_AGREE_OTHER,"Not team leader, can not permit other players join.",
MSG_TEAM_NOT_CAPTAIN_CAN_NOT_BANISH_OTHER,"You are not team leader, you can't expel team member.",
MSG_TEAM_NOT_CAPTAIN_CAN_NOT_CHANGE_ATTRIB,"Not team leader, no right to change [%s]!",
MSG_TEAM_NOT_CAPTAIN_CAN_NOT_DISMISS,"You are not team leader, you can't dismiss the team.",
MSG_TEAM_NOT_CAPTAIN_CAN_NOT_REFUSE_OTHER,"Not team leader, can't reject others' join.",
MSG_TEAM_NOT_TEAM,Currently you have no team.,
MSG_TEAM_NOT_THAT_PLAYER,Can't find this player in the team.,
msg_team_only_captain_can_invite,Only team leader can invite to join team.,
msg_team_other_accept_your_invite,"[%s] accepted your invitation, joined team.",
msg_team_other_already_have_team,"This player is in other team already, he can't accept your invitation.",
msg_team_other_already_joined_other_team,"This player is in other team already, can't accept your invitation.",
msg_team_other_elevate_your,You were assigned as team leader by [%s].,
msg_team_other_invite_you_offline,The player who sent you the invitation is offline.,
MSG_TEAM_OTHER_JOIN_IN_TEAM,[%s] joined team.,
MSG_TEAM_OTHER_LEAVE,[%s] has left team.,
msg_team_other_look_you,[%s] take a look at you,
msg_team_other_not_member_can_not_elevate,"This player is not in the team, can't be assigned as team leader.",
msg_team_other_offline_can_not_elevate,"This player is offline, can't be assigned as team leader.",
msg_team_other_refuse_your_invite,[%s] rejected your invitation.,
msg_team_party_info,#r Profession: ,
msg_team_pick_change,Pick mode has been set to %s.,
msg_team_qingcheng_party,Assassin,
msg_team_sex_info,#r Gender: ,
msg_team_someone_offline,[%s] is offline.,
msg_team_someone_online,[%s] is online.,
msg_team_team_full_other_can_not_joined,"Your team is full, this player can't join.",
msg_team_team_full_you_can_not_agree_invite,"This team is full,  you can't accept invitation.",
MSG_TEAM_TEAM_OVERFLOW,"Maximum team members exceeded,  no new players allow to join.",
MSG_TEAM_TEAM_OVERFLOW_CAN_NOT_JOIN,"This team is full, You can't join.",
MSG_TEAM_THAT_PLAYER_NOT_TEAM,This player has no team.,
MSG_TEAM_THAT_PROPOSER_ALREADY_IN_OTHER_TEAM,This player joined other team already.,
MSG_TEAM_THAT_PROPOSER_IN_TEAM,This player is in the team already.,
MSG_TEAM_THAT_PROPOSER_NOT_IN_PROPOSER_LIST,Can't find this player in the application list.,
msg_team_this_user_already_your_member,"This player is in your team already, please don't invite again.",
msg_team_this_user_offline_can_not_see_info,"This player is offline, you can't check his details.",
msg_team_user_offline_can_not_elevate,"[%s] not in the team, can't be promoted to be team leader.",
msg_team_women,Female,
msg_team_xianqin_party,Tamer,
msg_team_you_agree_yourself_invite,You can't agree with your own invitation.,
msg_team_you_already_captain,You are team leader now.,
MSG_TEAM_YOU_ALREADY_HAVE_TEAM_CAN_NOT_JOIN_OTHER,"You are in a team already, You can't join other teams.",
msg_team_you_already_have_team_can_not_joined_more,"You are in team already, you can't join other team now.",
msg_team_you_already_in_this_team,You are in the team already.,
msg_team_you_already_invite_waitting_for,"Your invitation sent out, please wait for the reply.",
MSG_TEAM_YOU_BANISH_BY_CAPTAIN,Expelled from team by team leader.,
MSG_TEAM_YOU_CAN_NOT_JOIN_TEAM_OVERFLOW,"[%s] team is full, can't join.",
msg_team_you_elevate_other,You assigned [%s] as team leader.  ,
msg_team_you_invite_user_already_your_member,The player you invited is in your team already.,
msg_team_you_invite_yourself,Please do not invite yourself.,
msg_team_you_is_not_captain_can_not_change_pick_mode,"Not team leader, can't change pick up mode.",
MSG_TEAM_YOU_JOIN_IN_TEAM,You joined [%s] team.,
MSG_TEAM_YOU_LEAVE,You left the team.,
MSG_TEAM_YOU_REFUSE_BY_CAPTAIN,You were rejected to join [%s] team.,
MSG_TEAM_YOU_REFUSE_OTHER,You rejected to join [%s] team.,
msg_team_your_change_pick_mode,You changed pick up mode.,
msg_teleport_error1,Can't be used in scenario.,
msg_telpos_error1,You can't teleport while you are in battle status.,
msg_telpos_error2,You can't use it while you are in battle area.,
msg_telpos_error3,You can't use it while in the scenario.,
msg_telpos_error4,"Target location is too close, only need walk for two steps.",
msg_telpos_error5,Can only be transported to non-scenario area.,
msg_telpos_error6,You cannot record present location in this area.,
msg_time_hint_am,%d:%d AM,
msg_time_hint_pm,%d:%d PM,
msg_time_info,You've been online for %d hours since login.  So it's time to log out.,
MSG_TIMELIMIT,Expired: %d-%d-%d %2d:%2d,
msg_too_many_client,You can just open %d game clients at most.,
msg_trade_affirm,"[%s] wants trade with you, do you agree?",
msg_trade_far_you_can_not_trade,"You are too far from [%s], you can't trade.",
msg_trade_invite,"You want to trade with [%s], please wait for the reply.",
msg_trade_is_locked,The trade has been locked.,
msg_trade_item_can_not_trade,This item can't be traded.,
msg_trade_money_too_big,"More than 10,000 Gold, impermissible trade!",
msg_trade_no_money,Not enough money.,
msg_trade_no_point,You don't have enough T-Points.,
msg_trade_other_agree_trade,[%s] agrees to trade with you.,
msg_trade_other_already_in_trade,"[%s] is trading with others, please try later.",
msg_trade_other_cancel_trade,[%s] cancelled the trade.,
msg_trade_other_confirm,The player agrees to trade.,
msg_trade_other_invite_you_already_offline,The player invite you to trade is offline now.,
msg_trade_other_label,[%s] trading column,
msg_trade_other_lock,The player has clicked the lock button.,
msg_trade_other_offline_trade_cancel,"[%s] offline, trading cancelled.",
msg_trade_other_refuse_you_trade,[%s] reject to trade with you.,
msg_trade_other_unlock,The player unlocked the trading item.,
msg_trade_self_label,[%s] trading column,
msg_trade_trade,Trade,
msg_trade_trade_fail,Trading failed.,
msg_trade_trade_succeed,Trading succeed.,
msg_trade_you_agree_trade,You agree to trade with [%s].,
msg_trade_you_already_trade,"You are in trading , you can't trade with two players in same time.",
msg_trade_you_cancel_trade,You cancelled the trade.,
msg_trade_you_invite_user_already_offline,The player you invite to trade is offline.,
MSG_TRAFFIC,Transport to ,
MSG_TRUMP_DMGLEV_HINT,(Damage Level: %d),
MSG_TRUMP_NEED_LEV,[%s] required level %d,
MSG_TRUMP_UPDATE_BEGIN,Start enhancing Talisman.,
MSG_TRUMP_UPDATE_END,Enhancing Talisman finished.,
MSG_TRUMP_UPDATE_ERR1,"Your Talisman has reached its max enhancing level, so it cannot be enhanced any more.  You should try to get a new advanced Talisman of the same kind, then you can merge it with the old one to start superior enhancing.",
MSG_TRUMP_UPDATE_ERR2,You have no ability to enhancing this Talisman.,
MSG_TRUMP_UPDATE_ERR3,"Not enough Energy or money, enhancing finished.",
MSG_TRUMP_VALID_LEV,Current effective level: %d.,
MSG_TRUMPLEV_GE,Talisman need reach level %d. ,
MSG_ULTRA_DMG,Extra damage: basic damage x %d%%,
msg_ultrabank_limit_1,Not expired yet.,
msg_ultrabank_limit_2,Expired,
msg_ultrabank_new,Add new lucky bag.,
msg_unhealth_accepttask,[no_use],
msg_unhealth_finishtask,[no_use],
MSG_UPDATE_ERROR1,Unequip the item from your body first.,
MSG_UPDATE_ERROR2,Only identify gems can be put here.,
MSG_USE_BACK,Must attack behind the target.,
MSG_USE_ERROR_OTHER,You are in another action.,
MSG_USE_FRONT,Must attack in the front of the target.,
MSG_USEITEM_PARTY_ERROR,Item not matched with profession.,
msg_user_dead,Player is dead.,
msg_user_offline,%s offline.,
MSG_USESKILL_ERROR1,You can't cast magic while using another item. ,
MSG_USESKILL_ERROR2,Skills are not ready,
MSG_USESKILL_ERROR3,Your Talisman level is too low to active this skill.,
MSG_USESKILL_ERROR4,You can't cast magic in current state.,
MSG_USESKILL_ERROR5,Not enough stamina.,
MSG_USESKILL_ERROR6,Not enough mana.,
MSG_USESKILL_ERROR7,You don't have this skill.,
MSG_USESKILL_ERROR8,Invalid target.,
MSG_USESKILL_ERROR9,Target is out of range.,
MSG_USESKILL_LEVDELTA,Target level not matched.,
msg_waitfor_roll,Dice to judge the item belongs to whom.,
msg_war_cancel_reg_ask,Are you sure to cancel the registration?,
msg_war_cancelreg_notexist,You have not registered.,
msg_war_change_time_late,"Modification time over, the due time is 24 hours before War start.",
msg_war_close,War function not open yet.,
msg_war_const_date,date,
msg_war_const_hour,hour,
msg_war_const_min,minute,
msg_war_const_month,month,
msg_war_const_year,year,
msg_war_end_bulletin_npc,The City War of %s is over !,
msg_war_end_bulletin_user,"The City War of %s is over, Guild [%s] won the War !",
msg_war_flag_error,Place command flag failed.,
msg_war_flag_hlink,Get the attack command flag.,
msg_war_flag_notwartime,Command flag only can be placed after the War start.,
msg_war_flag_notwarzone,Command flag only can be placed in the War area.,
msg_war_guild_flag,Guild Flag,
msg_war_guild_name,Guild Name,
msg_war_guild_state,Guild Status,
msg_war_hlink,Check War Status,
msg_war_insertflag_notincorrectarea,Commander flag can't be placed out of the appointed area.,
msg_war_insertflag_nottime,Command flag only can be placed after the War starts.,
msg_war_is_allowed,Permitted,
msg_war_is_closed,War function is closed.,
msg_war_is_notallowed,Pending,
msg_war_is_opened,War function opens.,
msg_war_mail_revenue_content,"Dear sir, to reward your outstanding performance in the city war of Blood Palace, capital from Stone City region was just sent to your mailbox, please check.",
msg_war_mail_revenue_sender,Blood Palace Housecarl,
msg_war_mail_revenue_title,Reward Capital,Blood Palace
msg_war_master,City Master,
msg_war_master_allow,Permit,
msg_war_multi_flag,Withhold only one command flag during same time.,
msg_war_not_guildleave,Player is forbidden to leave guild while in War.,
msg_war_pause_bulletin,"[%s] beats [%s], get the control to [%s] temporarily.",
msg_war_reg,Register,
msg_war_reg_attacker_ok,Registered,
msg_war_reg_exist,You have registered.,
msg_war_reg_time_late,"Registration time over, the due time is 24 hours before War start.",
msg_war_seal_flagisdestroyed,"Command flag was destroyed, tower can't be sealed.                   ",
msg_war_seal_isnotguildleader,Only guild leader can seal the tower.,
msg_war_start_bulletin,The City War of %s just started !,
msg_war_zone_enter,Enter the War area.,
msg_war_zone_leave,Leave the War area.,
msg_wator,Water,
msg_watorarm,Water Resist,
MSG_WATORARM_HINT,"To level %d enemy, water damage decrease: %.2f%% ",
MSG_WEA_IS,Weapon should be %s.,
msg_wit,Intelligence,
msg_worldcaizhu,"Celestial Pearls appear in the world!  If you are smart, just go to collect them to strengthen yourself!",
msg_worldchat_limit_fail,You could not speak in world channel temporarily.,
msg_worldevent1,"Emergency!  Special Boss, The King of Pig Face Cat, has appeared at the Forest Plain in Laurel Mountain!  Heroes are gathering together to fight against the boss. It seems that a battle between justice and evil is about to start!",
msg_worldevent1a,"Great news!  Special Boss, The King of Pig Face Cat, has been defeated by all the brave heroes in a joint action!",
msg_worldevent2,"Emergency!  Special Boss, The Tyrant of Zombie, has appeared at the Zhao's Palace in Vast Mountain!  Heroes are gathering together to fight against the boss. It seems that a battle between justice and evil is about to start!",
msg_worldevent2a,"Great news!  Special Boss, The Tyrant of Zombie, has been defeated by all the brave heroes in a joint action!",
msg_worldevent3,"Emergency!  Special Boss, The Chief of Fierce Bandit, has appeared at the Loo's Village in Dai's Field!  Heroes are gathering together to fight against the boss. It seems that a battle between justice and evil is about to start!",
msg_worldevent3a,"Great news!  Special Boss, The Chief of Fierce Bandit, has been defeated by all the brave heroes in a joint action!",
msg_worldevent4,"Emergency!  Special Boss, Hell Flame Demon, has appeared at the exit of Sand Village!  Heroes are gathering together to fight against the boss. It seems that a battle between justice and evil is about to start!",
msg_worldevent4a,"Great news!  Special Boss, Hell Flame Demon, has been defeated by all the brave heroes in a joint action!",
msg_worldevent5317,Wow~  Somebody summoned the BOSS Tyrant of Zombie in Guild Demesne!,
msg_worldevent5351,Wow~  Somebody summoned the BOSS Tyrant of Zombie in Guild Demesne!,
MSG_X_CREDIT,%s reputation %d points,
MSG_X_EXP,Experience %d points,
MSG_X_GODEXP,Soul Experience %d points,
MSG_X_NIMBUS,Energy %d points,
MSG_XX_BANK,%s warehouse,
MSG_YOU,You,
MSG_YOU_HAVE_NO_THAT_MONEY,You don't have enough money.,
MSG_YOUR_BANK_HAVE_NO_THAT_MONEY,You don't have enough money in warehouse.,
MSG_YOUR_GUILDBANK_HAVE_NO_THAT_MONEY,There has no enough money in guild warehouse.,
net_status_hint1,lag: %u ms,
net_status_hint2,,
not_select_server,Please select a server.,
party_bh,Fairy,
party_em,Wizard,
party_fm,Monk,
party_qc,Assassin,
party_xq,Tamer,
password_error,Password Incorrect,
pin_error,"PIN error, please input again.",
pin_msg1,"Please input your security code, then click confirm. If you input wrong, please clear and input again.",
pin_msg2,"Please input the figure of the table, then click confirm. If you input wrong, please clear and input again.",
pin_msg3,Please input Mobile Password.,
pin_msg4,Please input Portable Password.,
point_comma,", ",
point_excla_mark,! ,
point_full_stop,. ,
point_question_mark,? ,
pop_banlong,Ban speak for 1 year,
pop_locklong,Lock account permanently,
pop_mute_30m,Ban speak for 30 minutes,
pop_point_shop_update,Refresh the shop data from server.,
pop_title1,Kick out the player,
pop_title2,Ban speak for 5 minutes,
pop_title3,Lock account for 7 days,
pop_title4,Delete NPC,
pop_title5,Check the player details,
select_character_noselect,Not select any characters.,
server_disconnect,Connection interrupted.,
server_disconnect1,"Connection interrupted, please open client again.",
server_list_msg_hide,Hide,
server_list_msg1,Server Name,
server_list_msg2,Server Status,
server_list_msg3,Server Load,
server_list_msg4,Online,
server_list_msg5,Offline,
server_list_msg6,[ + + + ],
server_list_msg7,[ + + ],
server_list_msg8,[ + ],
server_list_msg9,Maintaining,
server_maintenance,"Server is in maintaining, please try later.",
set_bank_password_ok,Set warehouse password succeeded.,
sit_err_msg,You can't sit while in battle mode.,
sit_err_msg2,"You are enhancing your Talisman, stop enhancing, then you can sit.",
sit_err_msg3,You are in riding mode.  You can't sit now.,
sys_find_str_error,unknown characters,
unallowed_login,"Server can't be login temporarily, please try later.",
user_dead_dialog1," minute(s) later, you will revive at the nearest revival point with some loss of Exp. and Energy.",
user_dead_dialog2," second(s) later, you will revive at the nearest revival point with some loss of Exp. and Energy.",
user_dead_dialog3,"If you click 'Ok', you can revive at once with some loss of Exp. and Energy.   (No death punishment if you die in War Area, PK Arena, Group Competition)",
user_dead_dialog4,"Deducted Experience %d, deducted Energy %d, deducted Money %s.",
user_dead_dialog5,Dead with red name.,
user_dead_dialog6,Revive by skills.,
user_dead_dialog7,Revive automatically. ,
user_dead_dialog8,Revive will be permitted in %d seconds.,
username_error,"Login name incorrect, login name only comprise small letters and figures.",
version_error,Client Version Incorrect,
wrong_username,Login name is illegal.,
