程序导标记，不用翻译,,
STRID,LAN,Remark
npc_219,Little Leopard,
npc_218,Little Dicephalous Snake,
npc_217,Big Mushroom,
npc_216,Small Mushroom,
npc_215,Duel Flag,
npc_214,Neuter Piggy Face Cat,
npc_213,Master with White Eyebrow,
npc_212,Sad Villager,
npc_211,Bandit Vice Head,
npc_210,Bandit Soldier,
npc_21,Poison Mushroom,
npc_209,A-Huang,
npc_208,Cockroach Head,
npc_2076,Teleport Rock,
npc_2075,Teleport to West Land,
npc_2074,Teleport to South Border Land,
npc_2073,Arena Admin,
npc_2072,Expert PK Arena,
npc_2071,Transport Fay,
npc_2070,Panda from Moon Dragon Village,
npc_207,Female Cockroach,
npc_2069,Transport Fay,
npc_2068,Transport Fay,
npc_2067,Transport Fay,
npc_2066,Arena Admin,
npc_2065,Arena Admin,
npc_2064,Senior PK Arena,
npc_2063,Junior PK Arena,
npc_2062,Transport Fay,Stone City
npc_2061,Transport Fay,
npc_2060,Transport Fay,
npc_206,Little Cockroach,
npc_2059,Transport Fay,
npc_2058,Transport Fay,
npc_2057,Transport Fay,
npc_2056,Transport Fay,
npc_2055,Transport Fay,
npc_2054,Transport Fay,
npc_2053,Transport Fay,
npc_2052,Transport Fay,
npc_2051,Transport Fay,
npc_2050,Transport Fay,
npc_205,Baby Piggy Face Cat,
npc_204,Elite Wolf King,
npc_2036,Mica Ore,
npc_2035,Jade Ore,
npc_2034,Manganese Ore,
npc_2033,Magnesite Ore,
npc_2032,Calcite Ore,
npc_2031,Gentiana,
npc_2030,Snow Grass,
npc_203,Guard of Wolf King,
npc_2029,Topaz Grass,
npc_2028,Silver Rhino Grass,
npc_2027,Ephedra,
npc_2026,Tuckahoe,
npc_2025,Silver Ore,
npc_2024,Aluminum Ore,
npc_2023,Flame Ore,
npc_2022,Magnesium Ore,
npc_2021,Barite Ore,
npc_2020,Spinel Ore,
npc_202,Small Wolf,
npc_2019,Green Ore,
npc_2018,Leucite Ore,
npc_2017,Dolomite Ore,
npc_2016,Orange Ore,
npc_2015,Thyme,
npc_2014,Durmast,
npc_2013,Fig,
npc_2012,Stone Orchid,
npc_2011,Cowbane,
npc_2010,Grosvenor Momordica,
npc_201,Wild Rabbit Son,
npc_2009,Honeysuckle,
npc_2008,Polygonum ,
npc_2007,Honewort,
npc_2006,Lichee Grass,
npc_2005,Red Fruit,
npc_2004,Summer Withered Grass,
npc_2003,Red Rooted Salvia,
npc_2002,Wild Mushroom,
npc_2001,Red Grass,
npc_200,Servant Child,
npc_20,Play Boy,
npc_2,Adult Wolf,
npc_199,Servant Child,
npc_198,Nun Fly Dragon,
npc_197,Red Flower Grandma,
npc_196,Machine Giant,
npc_195,Black Stone Demon,
npc_194,Immortal Crocodile,
npc_193,Fire Stone Monster,
npc_192,Pangolin,
npc_191,Crocodile,
npc_190,Golden Camel,
npc_19,Mountain Demon,
npc_189,Machine Man,
npc_188,Peach Spirit,
npc_187,Pet Machine Monster,
npc_186,Peach Monster,
npc_185,Machine Monster,
npc_184,Elite Ghost Captain,
npc_183,Warehouse Man,
npc_182,Lee Hong,
npc_181,Soul of Snake Demon,
npc_180,Snake Head Witch,
npc_18,Cacodaemon,
npc_179,Sealed Door,
npc_178,Soul in Durance,
npc_177,Polluted Mushroom,
npc_176,Polluted Poison Mushroom,
npc_175,Polluted Spore,
npc_174,Polluted Mushroom,
npc_173,Sealed Door,
npc_172,Elite Patrol Captor,
npc_171,Elite Patrol Captor,
npc_170,Elite Patrol Servant,
npc_17,Bitter Elf,
npc_169,Elite Patrol  Captor,
npc_168,Cortege of Vampire Ghost,
npc_167,Elite Ghost Captain,
npc_166,Elite Ghost Captain,
npc_165,Elite Ghost Captain,
npc_164,Little Grey Rabbit,
npc_163,Xiao Huan,
npc_162,Rabbit Peddler,
npc_161,A-Tong,
npc_160,Fresh Mushroom,
npc_16,Vampire Ghost,
npc_159,Soul of Snake Demon,
npc_158,Avatar of Snake Demon ,
npc_157,Ghost Wind Tao,
npc_156,Dicephalous Snake,
npc_155,Elite Captain of Snake Head,
npc_154,Elite Golden Horn Boa,
npc_153,Elite Ghost Captain,
npc_152,Elite Cacodaemon,
npc_151,Elite Vampire Ghost,
npc_150,Elite Ghost Fire,
npc_15,Ghost Fire,
npc_149,Elite Snake Head,
npc_148,Elite Snake Captor,
npc_147,Elite Servant of Snake Head,
npc_146,Elite Jungle King Boa ,
npc_145,Poison Mushroom,
npc_144,Elite Jungle Boa,
npc_143,White Rabbit,
npc_142,Firewood,
npc_141,Treasure Box,
npc_140,Treasure Box,
npc_14,Fatal Centipede,
npc_139,Treasure Box,
npc_138,Treasure Box,
npc_137,Treasure Box,
npc_136,Treasure Box,
npc_135,Treasure Box,
npc_134,San Zi,
npc_133,Old Golden Macaque,
npc_132,Junior Zhou Yuncong,
npc_131,Tao Novice,
npc_130,Zhang Qi,
npc_13,Flying Centipede,
npc_129,Zhang Yaoqing,
npc_128,Apothecary,
npc_127,Villager,
npc_126,Brigand Head,
npc_125,Brigand ,
npc_124,Monk Ranger,
npc_123,Monk Yu De,
npc_122,Monk Mao Tai Stand-in,
npc_121,Axe Monk Soldier ,
npc_120,Bitter Elf,
npc_12,Snake Head,
npc_119,Feral Ghost,
npc_118,Yellow Wolf,
npc_117,Boa,
npc_116,Aborigine Officer,
npc_115,Coward Aborigine,
npc_114,Aborigine Guard,
npc_113,Fellow Liao Yi,
npc_112,Mustache Lee,
npc_111,Zhou Chun,
npc_110,Hell Judger,
npc_11,Snake Captor,
npc_109,Blacksmith,
npc_108,Auctioneer,Sky
npc_107,Firewood,
npc_106,Treasure Box,
npc_105,Zhu Wen,
npc_104,Qi Lingyun,
npc_103,Lady Shiyuzhu,
npc_102,Rich Man,
npc_101,Little Rabbit,
npc_1008,He-er,
npc_1007,Song-er,
npc_1006,Drunk Tao,
npc_1005,Freezing Trap,
npc_1004,Fire Trap,
npc_1003,Golden Cicada,
npc_1002,Heart Lotus,
npc_1001,Testing Panda,
npc_1000,Convoy Quest Sample,
npc_100,Counterjumper,
npc_10,Ganoderma,
npc_1,Little Rabbit,
new_role_head_lianxing8,Face 8,
new_role_head_lianxing7,Face 7,
new_role_head_lianxing6,Face 6,
new_role_head_lianxing5,Face 5,
new_role_head_lianxing4,Face 4,
new_role_head_lianxing3,Face 3,
new_role_head_lianxing2,Face 2,
new_role_head_lianxing1,Face 1,
new_role_hair_faxing8,Hairstyle 8,
new_role_hair_faxing7,Hairstyle 7,
new_role_hair_faxing6,Hairstyle 6,
new_role_hair_faxing5,Hairstyle 5,
new_role_hair_faxing4,Hairstyle 4,
new_role_hair_faxing3,Hairstyle 3,
new_role_hair_faxing2,Hairstyle 2,
new_role_hair_faxing1,Hairstyle 1,
msg_point_shop_promotion_text,        >> Shop Notice <<,
msg_attack_tower,Attention: the attacker is sealing the tower now!,
map_zone43,Jade City,
map_zone44,Merino Coast,
map_zone45,Jia Tribe and Lu Tribe,
map_zone46,Peace Island
map_zone40,South Border Land,
map_zone38,Cloud Mountain Bamboo Valley,
map_zone28,Tiger Mountain Rattan Cave,
map_zone26,Black Wind Camp Happiness Hall,
map_zone25,Cloud Mountain Snake Cave,
map_zone23,Barbarian Mountain,
map_zone37,Beauty Village,
map_zone22,West of Simen Mountain,
map_zone21,Simen Mountain,
map_zone20,Group Arena,
map_zone19,Senior PK Arena,
map_zone18,Junior PK Arena,
map_zone17,Dai's Field,
map_zone16,Blood Mountain,
map_zone15,Vast Mountain,
map_zone14,Flowers Mountain,
map_zone13,Darkness Valley,
map_zone12,Blue Mountain,
map_zone11,Golden Peak Mountain,
map_zone10,Green Scarp,
map_zone09,Cloud Mountain,
map_zone08,Sand Village,
map_zone07,Snow Mountain,
map_zone06,Whorl Mountain,
map_zone05,Tiger Mountain,
map_zone04,Laurel Mountain,
map_zone03,Sky Village,
map_zone02,Black Wind Camp,
map_zone01,Stone City,
map_continent1,West Land,
item5692use,"You have summoned Auspicious Monster.  Please make sure that you are the team leader and the Pick Mode has been set as ""Teamleader"". ",
item5692,"You have summoned Auspicious Monster.  Please make sure that you are the team leader and the Pick Mode has been set as ""Teamleader"". ",
item5024,What's this medicine?  I feel much better after taking it.,
item5023,"How beautiful fireworks!  So dark here, I am scared...",
item5011,Good medicine!  I feel better now!!,
item4659,Don't expect to trap me...  Let me out!,
item4658,Don't expect to trap me...  Let me out!,
item4657,Don't expect to trap me...  Let me out!,
item4656,Don't expect to trap me...  Let me out!,
item4655,Don't expect to trap me...  Let me out!,
item4610,"I'm free!  Thank you, my warrior!  God bless you!",
item4604,"I feel better now.  Thank you, young man!",
item4599,All depends on you!  I will not be reckless any longer.,
item4583,"You can not know the whereabouts of my master, even if you use the Smart Vision Feather on me!",
item_modkr_class5,[no_use],
item_modkr_class4,[no_use],
item_modkr_class3,[no_use],
item_modkr_class2,[no_use],
item_modkr_class1,[no_use],
item_mod_mars_hot,Hot,
item_mod_m_class9,Miscellaneous,
item_mod_m_class8,PVP,
item_mod_m_class7,Medicine,
item_mod_m_class6,Gems,
item_mod_m_class5,Pet,
item_mod_m_class4,Bags,
item_mod_m_class3,Mount,
item_mod_m_class2,Enhancement,
item_mod_class8,MagicStone,
item_mod_class9,Wands,
item_mod_class7,Special,
item_mod_class6,Mount,
item_mod_class5,Pet,
item_mod_class4,Equipment,
item_mod_class3,Medicine,
item_mod_class2,Gem,
item_mod_class1,Aidance,
item_mod__m_class1,Boost,
ip_xqcard,[no_use],
ip_wushuang,[no_use],
ip_vn080,Birthday Gift #3,
ip_vn079,Birthday Gift #2,
ip_vn078,Birthday Gift #1,
ip_vn077,Newbie Gift Bag,
ip_vn076,Level-up Gift Bag #8,
ip_vn075,Level-up Gift Bag #7,
ip_vn074,Level-up Gift Bag #6,
ip_vn073,Level-up Gift Bag #5,
ip_vn072,Level-up Gift Bag #4,
ip_vn071,Level-up Gift Bag #3,
ip_vn070,Level-up Gift Bag #2,
ip_vn069,Level-up Gift Bag #1,
ip_vn068,Red-crowned Crane (Pet),
ip_vn067,Nine Tails Fox (Pet),
ip_vn066,Golden Phoenix,
ip_vn065,[no_use],
ip_vn064,Holy Floater,
ip_vn063,Elite Floater,
ip_vn062,Red Hornbill (Pet),
ip_vn061,Joy Ring,
ip_vn060,Rain Amulet,
ip_vn059,Wind Ring,
ip_vn058,Golden Cure Pill,
ip_vn057,Red Precious Stone,
ip_vn056,Lucky Crystal Nine,
ip_vn055,Lucky Crystal Eight,
ip_vn054,[no_use],
ip_vn053,[no_use],
ip_vn052,[no_use],
ip_vn051,White Bear,
ip_vn050,Red Flame Horse,
ip_vn049,Moon Bear,
ip_vn048,Blue Flame Horse,
ip_vn047,Golden Wolf,
ip_vn046,Silver Wolf,
ip_vn045,Pet Skill Book (Defense),
ip_vn044,Pet Skill Book (Adv. Energy),
ip_vn043,Little Onion (Pet),
ip_vn042,Blue Hornbill (Pet),
ip_vn041,Golden Husky (Pet),
ip_vn040,Moonlight Cavy (Pet),
ip_vn039,Firefly Cavy (Pet),
ip_vn038,Pet Skill Book (Auto Pick),
ip_vn037,Pet Skill Book (Mana Upper Limit),
ip_vn036,Pet Skill Book (HP Upper Limit),
ip_vn035,Siberian Husky (Pet),
ip_vn034,Golden Monkey (Pet),
ip_vn033,Ganoderma (Pet),
ip_vn032,Breeze Chest (Tamer),
ip_vn031,Breeze Chest (Assassin),
ip_vn030,Breeze Chest (Fairy),
ip_vn029,Breeze Chest (Wizard),
ip_vn028,Breeze Chest (Monk),
ip_vn027,Meteor Amulet,
ip_vn026,All Stars Ring of Fox,
ip_vn025,All Stars Ring of Dolphin,
ip_vn024,All Stars Ring of Bear,
ip_vn023,All Stars Ring of Elephant,
ip_vn022,Instant Healing Potion (lvl 2),
ip_vn021,Dark Golden Identify Gem,
ip_vn020,Lucky Snowflake,
ip_vn019,Core Titanium Stone,
ip_vn018,Titanium Stone,
ip_vn017,Seven Stars Titanium Stone,
ip_vn016,[no_use],
ip_vn015,Golden Identify Gem,
ip_vn014,Blue Identify Gem,
ip_vn013,Large Ruby,
ip_vn012,Large Emerald,
ip_vn011,Medium Ruby,
ip_vn010,Medium Emerald,
ip_vn009,Sapphire,
ip_vn008,Yellow Opal,
ip_vn007,Vivid Spell,
ip_vn006,Inherence Reset Charm,
ip_vn005,Adv. Hamadryad Hierogram,
ip_vn004,Hamadryad Hierogram,
ip_vn003,Package,
ip_vn002,Small Lucky Bag,
ip_vn001,Adv. Vivid Spell,
ip_tianfu,[no_use],
ip_start,[no_use],
ip_seven,[no_use],
ip_qccard,[no_use],
ip_pet,[no_use],
ip_new,[no_use],
ip_love,Package of Love Heart,
ip_horse4,Package of White Bear,
ip_horse3,Package of Moon Bear,
ip_horse2,Package of Red Flame Horse,
ip_horse1,Package of Blue Flame Horse,
ip_fmcard,[no_use],
ip_fcard,MOL Freedom Card,
ip_emcard,[no_use],
ip_common_desc,"There is an item box in the attachment, use it to get an appointed item.",
ip_common,Item Box,
ip_box,[no_use],
ip_blueitem,[no_use],
ip_bhcard,[no_use],
ip_back,[no_use],
ip_aaf,Newbie Package,
ip_aae,Gem Limited Package,
ip_aad,300 Points Package,
ip_aac,150 Points Package,
ip_aa9,Treasure Package,
ip_aa8_desc,"There is an item box in the attachment, use it to get a 'secret ring of internal test'.",
ip_aa8,Internal Test Secret Ring Bag,
ip_00b_se,140 Points Item Box (Blue),
ip_00b,140 Points Item Box,
ip_00a_se,40 Points Item Box (Blue),
ip_00a,40 Points Item Box,
inherence_series_huofeijianxi,Fire Flying Sword Series,
inherence_series_huofeijianshuoming,Fire Flying Sword - description,
inherence_series_bingfeidaoxi,Ice Flying Blade Series,
inherence_series_bingfeidaoshuoming,Ice Flying Blade - description,
inherence_huojianjichu,Fire Flying Sword Fundamental,
inherence_huojianjiaqiang,Fire Flying Sword Advance,
inherence_bingfeidaojichu,Ice Flying Blade Fundamental,
inherence_bingfeidaojiaqiang,Ice Flying Blade Advance,
icon_cash,ic_ishop_010,
help_shenghuojineng,Living Skill System,
help_renwuxitong,Quest System,
help_paimaixitong,Auction System,
help_liaotianxitong,Chatting System,
help_jingjichang,Competition Arena Rules,
help_jibencaozuo,Basic Operation,
help_fabaoxitong,Talisman System,
guild_xianling,"Cloudland Pavilion, a place filled with immortal's fortunes.  You can buy some special items here to help you to practice.  To buy these items, you must have certain Contribution Value.  You can gain Contribution Value both through gold expending at Ancient Vessel of Nature or accomplishing the guild quests offered in the Statue of Sword. ",
guild_tianyuan,"Ancient Vessel of Nature, the footstone of Guild Demesne.  You can expend money here to gain your Contribution Value.  The Contribution Value can be transferred to Guild Prosperity in the proportion of 1:1.  Each member can gain 600 points of Contribution Value everyday at most.,,,,
,,
The Vessel is also a warehouse of the guild.  Each member can donate Gold and items and can check the warehouse, but only Guild Leader and Presbyter have the authority to take money and items out.  When the Vessel level reaches 5, it will expand room to 2 pages automatically.
,,
After reaching certain Guild Prosperity, more Guild Building can be constructed and the building's level can be improved.  Constructing Guild Building will cost the money in the guild's warehouse.  ",,,,,
guild_taixu,"Lunar Cave, a place where Masters practice.  There is a great deal of Energy and mysterious fortunes imbedding in this place.  Guild Leader can explore the cave once everyday to get the mineral, which can add Energy, to distribute to members.  The quality of the mineral depends on the levels of Ancient Tree of Life and Lunar Cave.",
guild_shenming,"Ancient Tree of Life, the symbol of guild's prosperity.  The level of the Tree is just the level of the guild.  The upper limit of the number of guild member will increase with the improvement of the Tree's level.",
guild_jianxian,"The Statue of Sword, the place offers Guild Quests.  There is a long practicing road waiting for you before you become an immortal master.  You can improve your cultivation through solving the problems left by the predecessors.  You can gain your Contribution Value by accomplishing the quests to prosper your guild.  The higher level of Ancient Tree of Life and the Statue of Sword, the higher level of Guild Quest you can accept.",
fuben03_taoyuan,Peach Headstream Village,
fuben03_lingshoulin,Rattan Cave Monster Woods,
fuben03_guchen,Rattan Cave Ancient City,
fuben02_zawufang,Hovel,
fuben02_hxdzhengdian,Happiness Hall Main Hall,
fuben02_hxdneitang,Happiness Hall Cella,
fuben02_hxdkefang,Happiness Hall Visitor Room,
fuben02_hxddidao,Happiness Hall Subway,
fuben02_cysdilao,Happiness Hall Dungeon,
fuben012_qiyundong,Ease Cloud Cave,
fuben012_mishi,Ease Cloud Secret Room,
fuben012_loutai,Waterside Yard,
fuben012_liuxing,Hexagram Array,
fuben011_wanzhujian,Bamboo Valley,
fuben011_kugudong,Evil Garden,
fuben011_dixiajinku,Underground Treasure Room,
fuben01_shexuejitan,Snake Cave Altar,
fuben01_shexue,Snake Cave,
fuben01_sheshan,Snake Mountain,
fmIndex,"The leader is Master with White Eyebrow, who only wants male prentices.  All the prentices have to do a tonsure before they start to cultivate themselves.  There is another monk called Buddhist Monk Tian Meng, whose position is even higher than the Master with White Eyebrow.  But his trace has been lost for a long time.,,,,,,,,
,,
Standard Point: HP / Stamina Point,,
Weapons: Buddhist Shovel and Staff",,,,,,,,,,,,,,,,,
emIndex,"Wizard's founder Master Long Eyebrow, who has been enlightened at the beginning of Song Dynasty, is the ringleader of every low-level immortals both in just and evil juntas.  The leader Qi Shuming, who is taught by Master Long Eyebrow, has too strong power to identify.  Wizard is the head of righteous juntas.,,,,,,,,
,,
Standard Point: HP / Mana,,
Weapons: Flying Sword and Blade",,,,,,,,,
ecypt_enterwenzhudong,A Catacomb Key is required in entering the Spider Catacomb.,
ecypt_enterqixingtai,A Mystic Key is required in entering the Seven Stars Stage.,
ectype_yunlingshanshexue,Cloud Mountain Snake Cave,
ectype_yaorendongfufuben,Vast Mountain Bewitcher Cave,
ectype_wenzhudong,Spider Catacomb,
ectype_qixingtai,Ichthyoid Cave Seven Stars Stage,
ectype_guihuashanhonghuadong,Laurel Mountain Laurel Wonderland,
ectype_ciyunsihuanxidian,Black Wind Camp Happiness Hall,
ectype_61to65simenshan,Simen Mountain Silver Fox Cave,
ectype_61-65simenshan,Simen Mountain Silver Fox Cave,
credit_yunlin,Cloud Mountain,
credit_yuelongcun,Moon Dragon Village,
credit_xueshan,Snow Village,
credit_tianhua,Sky Village,
credit_qiyundong,Ease Cloud Cave,
credit_qixingtai,Seven Stars Stage,
credit_qingluo,Whorl Village,
credit_maxiong,White Bear Village,
credit_mangcang,Vast Mountain,
credit_lvcunzufen,Loo's Graves,
credit_lijiangcun,Beauty Village,
credit_huzha,Tiger Mountain,
credit_guihua,Laurel Mountain,
credit_feileiling,Thunder Ridge,
credit_daijia,Dai's Field,
credit_ciyunsi,Black Wind Camp,
credit_chengdu,Stone City,
credit_the_battle,The Battle of Death,
credit_loyal,Loyality,
credit_europe,Europe,
credit_westpalace,West Palace,
credit_europetalisman,Pirate Lair,
compose_ceshihecheng2,testing-compose2,
compose_ceshihecheng1,testing-compose1,
compose_99,Handmade Mana Potion (lvl 7),
compose_98,Handmade Healing Potion (lvl 7),
compose_97,Rapid Mana Potion (lvl 6),
compose_96,Rapid Healing Potion (lvl 6),
compose_95,Handmade Mana Potion (lvl 6),
compose_94,Handmade Healing Potion (lvl 6),
compose_93,Blue Crystal (lvl 10),
compose_92,Blue Crystal (lvl 9),
compose_91,Blue Crystal (lvl 8),
compose_90,Blue Crystal (lvl 7),
compose_9,Handmade Healing Potion (lvl 3),
compose_89,Blue Crystal (lvl 6),
compose_88,Blue Crystal (lvl 5),
compose_87,Blue Crystal (lvl 4),
compose_86,Blue Crystal (lvl 3),
compose_85,Blue Crystal (lvl 2),
compose_84,Green Crystal (lvl 10),
compose_83,Green Crystal (lvl 9),
compose_82,Green Crystal (lvl 8),
compose_81,Green Crystal (lvl 7),
compose_80,Green Crystal (lvl 6),
compose_8,Rapid Mana Potion (lvl 2),
compose_79,Green Crystal (lvl 5),
compose_78,Green Crystal (lvl 4),
compose_77,Green Crystal (lvl 3),
compose_76,Green Crystal (lvl 2),
compose_75,Super Physical Defense Magicstone,
compose_74,Elite Physical Defense Magicstone,
compose_73,Strong Physical Defense Magicstone,
compose_72,Advanced Physical Defense Magicstone,
compose_71,Primary Physical Defense Magicstone,
compose_7,Rapid Healing Potion (lvl 2),
compose_65,Super Intelligence Magicstone,
compose_64,Elite Intelligence Magicstone,
compose_63,Strong Intelligence Magicstone,
compose_62,Advanced Intelligence Magicstone,
compose_61,Primary Intelligence Magicstone,
compose_6,Handmade Mana Potion (lvl 2),
compose_55,Super Dexterity Magicstone,
compose_54,Elite Dexterity Magicstone,
compose_53,Strong Dexterity Magicstone,
compose_52,Advanced Dexterity Magicstone,
compose_51,Primary Dexterity Magicstone,
compose_5,Handmade Healing Potion (lvl 2),
compose_45,Super Strength Magicstone,
compose_44,Elite Strength Magicstone,
compose_43,Strong Strength Magicstone,
compose_42,Advanced Strength Magicstone,
compose_41,Primary Strength Magicstone,
compose_4,Rapid Mana Potion,
compose_35,Super Vitality Magicstone,
compose_34,Elite Vitality Magicstone,
compose_33,Strong Vitality Magicstone,
compose_32,Advanced Vitality Magicstone,
compose_31,Primary Vitality Magicstone,
compose_30,Mana Charm (lvl 5),
compose_3,Rapid Healing Potion,
compose_29,Healing Charm (lvl 5),
compose_28,Mana Charm (lvl 4),
compose_27,Healing Charm (lvl 4),
compose_26,Mana Charm (lvl 3),
compose_25,Healing Charm (lvl 3),
compose_24,Mana Charm (lvl 2),
compose_23,Healing Charm (lvl 2),
compose_22,Mana Charm,
compose_21,Healing Charm,
compose_20,Rapid Mana Potion (lvl 5),
compose_2,Handmade Mana Potion,
compose_19,Rapid Healing Potion (lvl 5),
compose_18,Handmade Mana Potion (lvl 5),
compose_17,Handmade Healing Potion (lvl 5),
compose_16,Rapid Mana Potion (lvl 4),
compose_15,Rapid Healing Potion (lvl 4),
compose_14,Handmade Mana Potion (lvl 4),
compose_13,Handmade Healing Potion (lvl 4),
compose_123,Strong Block Magicstone,
compose_122,Advanced Block Magicstone,
compose_121,Primary Block Magicstone,
compose_120,Strong CS Magicstone,
compose_12,Rapid Mana Potion (lvl 3),
compose_119,Advanced CS Magicstone,
compose_118,Primary CS Magicstone,
compose_117,Strong Dodge Magicstone,
compose_116,Advanced Dodge Magicstone,
compose_115,Primary Dodge Magicstone,
compose_114,Damage Absorb,
compose_113,Element Defense (Buddha),
compose_112,Element Defense (Poison),
compose_111,Element Defense (Lightning),
compose_110,Element Defense (Water),
compose_11,Rapid Healing Potion (lvl 3),
compose_109,Element Defense (Fire),
compose_108,Mana Charm (lvl 7),
compose_107,Healing Charm (lvl 7),
compose_106,Mana Charm (lvl 6),
compose_105,Healing Charm (lvl 6),
compose_104,Stamina Potion,
compose_103,Mass Healing Potion (lvl 2),
compose_102,Mass Healing Potion (lvl 1),
compose_101,Rapid Mana Potion (lvl 7),
compose_100,Rapid Healing Potion (lvl 7),
compose_10,Handmade Mana Potion (lvl 3),
compose_1,Handmade Healing Potion,
channelpage7,System,
channelpage6,Friend,
channelpage5,CallOn,
channelpage4,Guild,
channelpage3,Team,
channelpage2,World,
channelpage1,Normal,
channelinfostring_xiaodui,[team] %s [%s]: ,
channelinfostring_shuo2,%s %s say: ,
channelinfostring_shuo,%s [%s] say: ,
channelinfostring_shijie,[world] %s [%s]: ,
channelinfostring_Rumor,[rumor]: ,
channelinfostring_qiaoqiaodishuo,%s [%s] whisper: ,
channelinfostring_OwnParty,[apprentice] %s [%s]: ,
channelinfostring_mengpai,[profession] %s [%s]: ,
channelinfostring_MasterParty,[master] %s [%s]: ,
channelinfostring_jiaoyi,[trade] %s [%s]: ,
channelinfostring_handao,%s [%s] shout: ,
channelinfostring_gonghui,[guild] %s [%s]: ,
channelinfostring_Friend,[Friend] %s [%s]: ,
channelinfostring_FindTeam,[call on]%s[%s]: ,
channelinfostring_fasonggei,to %s [%s]: ,
channelinfoname_xitong,system,
channelinfoname_xiaodui,team /t,
channelinfoname_siliaohuifu,reply whisper,
channelinfoname_siliao,whisper /name,
channelinfoname_shuo,say /s,
channelinfoname_shijie,world /w,
channelinfoname_Rumor,rumor /u,
channelinfoname_OwnParty,apprentice /o,
channelinfoname_mengpai,profession /p,
channelinfoname_MasterParty,master /m,
channelinfoname_jiaoyi,trade /d,
channelinfoname_gonghui,guild /g,
channelinfoname_Friend,Friend /d,
channelinfoname_FindTeam,call on /f,
channelinfoname_dahan,shout /y,
channelinfo_xiaodui,team: ,
channelinfo_shuo,say: ,
channelinfo_shijie,world:,
channelinfo_Rumor,rumor: ,
channelinfo_OwnParty,apprentice: ,
channelinfo_mengpai,profession: ,
channelinfo_MasterParty,master: ,
channelinfo_jiaoyi,trade: ,
channelinfo_gonghui,guild: ,
channelinfo_gaosu,whisper to %s: ,
channelinfo_Friend,Friend: ,
channelinfo_FindTeam,call on: ,
channelinfo_dahan,shout: ,
card_women_day_005,Hello~,
card_women_day_004,Hello~,
card_women_day_003,Hello~,
card_women_day_002,Hello~,
card_women_day_001,Hello~,
card_val_005,Hello~,
card_val_004,Hello~,
card_val_003,Hello~,
card_val_002,Hello~,
card_val_001,Hello~,
card_new_year_008,Hello~,
card_new_year_007,Hello~,
card_new_year_006,Merry Christmas and Happy New Year !,
card_new_year_005,Have a Nice Dream~,
card_new_year_004,You are the BEST !!,
card_new_year_003,I Love You !,
card_new_year_002,I Miss You !,
card_new_year_001,Happy Birthday !!,
card_moon_005,Greeting Card MA-05,
card_moon_004,Greeting Card MA-04,
card_moon_003,Greeting Card MA-03,
card_moon_002,Greeting Card MA-02,
card_moon_001,Greeting Card MA-01,
card_005,[no_use],
card_004,[no_use],
card_003,[no_use],
card_002,[no_use],
card_001,[no_use],
bhIndex,"It was created by the immortal nun, You Tan, who only wants female prentices.  Although most of the officers are nun prentices, they don't insist that all the prentices should do a tonsure.  New prentices can cultivate themselves with hair.,,,,,,,,,,,,,,,,,,
,,
Standard Point: HP / Mana,,
Weapons: Flying Wheel and Pearl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attrib_zhufabao,Weapon Talisman,
attrib_hushengfu,Amulet,
attrib_hujv,Armor,
attrib_fuzhufabao,Assistant Talisman,
attrib_banzhi,Ring,
actor_xianqingnv,Female,
actor_xianqingnan,Male,
actor_qingcheng2,Male 2,
actor_qingcheng1,Male 1,
actor_fomennan2,Male 2,
actor_fomennan1,Male 1,
actor_emeinv,Wizard 2,
actor_emeinan,Wizard 1,
actor_baihuanv,Female,
actor_baihuanan,Male,
the_battle,The Battle of Dead,
npc_10000,New Cave Entrance,
compose_1034,Dodge Magicstone 1%,
compose_1035,Dodge Magicstone 2%,
compose_1036,Dodge Magicstone 3%,
compose_1037,Dodge Magicstone 4%,
compose_1038,Dodge Magicstone 5%,
compose_1039,Dodge Magicstone 6%,
compose_1040,Dodge Magicstone 7%,
compose_1041,Dodge Magicstone 8%,
compose_1042,Dodge Magicstone 9%,
compose_1043,Dodge Magicstone 10%,
compose_1044,CS Magicstone 1%,
compose_1045,CS Magicstone 2%,
compose_1046,CS Magicstone 3%,
compose_1047,CS Magicstone 4%,
compose_1048,CS Magicstone 5%,
compose_1049,CS Magicstone 6%,
compose_1050,CS Magicstone 7%,
compose_1051,CS Magicstone 8%,
compose_1052,CS Magicstone 9%,
compose_1053,CS Magicstone 10%,
compose_1054,Max HP Magicstone 1%,
compose_1055,Max HP Magicstone 2%,
compose_1056,Max HP Magicstone 3%,
compose_1057,Max HP Magicstone 4%,
compose_1058,Max HP Magicstone 5%,
compose_1059,Max HP Magicstone 6%,
compose_1060,Max HP Magicstone 7%,
compose_1061,Max HP Magicstone 8%,
compose_1062,Max HP Magicstone 9%,
compose_1063,Max HP Magicstone 10%,
npc_10002,Hell Flame Demon,
npc_10003,West Palace Cave,
npc_10004,Exit Cave,
npc_10005,Peacok River Sorrow Cave,
npc_10006,Exit Cave,
npc_10007,Peace Island Transporter,
npc_10008,Peace Island Transporter,
npc_10009,[ADM]Entzo,
npc_10010,"Captain Murmond",
